transaction_id,listing_id,client_id,empl_id,transaction_amount,transaction_commission,transaction_date,transaction_type,client_role
448,30,137,42,8534.89,682.79,2025-05-28,rental,owner
449,43,38,21,3672.57,293.81,2025-05-28,rental,renter
450,127,63,60,3287.09,262.97,2025-05-28,rental,renter
451,12,37,41,1391274.1,41738.22,2025-05-29,sale,buyer
452,92,87,25,668218.92,20046.57,2025-05-30,sale,buyer
453,144,4,12,980330.94,29409.93,2025-06-01,sale,buyer
454,29,137,56,5422.44,433.8,2025-06-01,rental,renter
455,109,134,22,4607.82,368.63,2025-06-02,rental,renter
456,95,167,28,821614.72,24648.44,2025-06-02,sale,buyer
457,38,177,33,5138.99,411.12,2025-06-03,rental,owner
458,78,8,11,4111.38,328.91,2025-06-04,rental,renter
459,24,162,51,1584274.42,47528.23,2025-06-05,sale,seller
460,97,146,18,497039.47,14911.18,2025-06-05,sale,seller
461,175,175,23,3128.86,250.31,2025-06-06,rental,owner
462,14,55,35,909166.55,27275,2025-06-06,sale,seller
463,88,111,46,4842.41,387.39,2025-06-06,rental,renter
464,125,123,30,4689.42,375.15,2025-06-07,rental,owner
465,112,187,8,5371.78,429.74,2025-06-07,rental,owner
466,145,9,27,9121.86,729.75,2025-06-07,rental,owner
467,26,187,42,1788190.17,53645.71,2025-06-07,sale,buyer
468,26,78,13,1139427.19,34182.82,2025-06-08,sale,buyer
469,30,14,33,4596.29,367.7,2025-06-08,rental,owner
470,111,4,19,2601.43,208.11,2025-06-09,rental,owner
471,129,70,35,5556.69,444.54,2025-06-09,rental,owner
472,133,165,14,1733266.61,51998,2025-06-09,sale,buyer
473,124,171,57,3820.4,305.63,2025-06-09,rental,renter
474,128,118,51,5776.21,462.1,2025-06-09,rental,owner
475,50,56,31,550192.88,16505.79,2025-06-09,sale,buyer
476,165,190,56,728642.92,21859.29,2025-06-09,sale,seller
477,97,69,52,3780.15,302.41,2025-06-09,rental,owner
478,31,172,43,7378.71,590.3,2025-06-09,rental,renter
479,92,28,23,911790.92,27353.73,2025-06-10,sale,seller
480,42,135,37,6638.57,531.09,2025-06-10,rental,owner
481,161,155,8,3266285.6,97988.57,2025-06-11,sale,seller
482,17,62,27,9290.57,743.25,2025-06-11,rental,renter
483,146,125,47,14133.78,1130.7,2025-06-12,rental,renter
484,180,63,42,3171.87,253.75,2025-06-13,rental,renter
485,69,23,34,2540.74,203.26,2025-06-13,rental,renter
486,54,158,32,861998.22,25859.95,2025-06-13,sale,buyer
487,84,116,34,1108064.03,33241.92,2025-06-13,sale,seller
488,56,160,19,2779.61,222.37,2025-06-14,rental,renter
489,50,34,1,4633.91,370.71,2025-06-14,rental,renter
490,141,200,9,916114.03,27483.42,2025-06-15,sale,seller
491,92,169,51,3637.45,291,2025-06-15,rental,renter
492,112,181,26,1208757.65,36262.73,2025-06-15,sale,buyer
493,118,195,12,401437.91,12043.14,2025-06-15,sale,seller
494,13,38,17,1876053,56281.59,2025-06-16,sale,buyer
495,25,17,15,6579.96,526.4,2025-06-16,rental,owner
496,115,147,19,2805.76,224.46,2025-06-18,rental,owner
497,27,137,19,1500353.18,45010.6,2025-06-18,sale,buyer
498,175,121,32,5901.21,472.1,2025-06-18,rental,owner
499,48,124,23,1848774.26,55463.23,2025-06-18,sale,buyer
500,155,1,36,10025.14,802.01,2025-06-19,rental,owner
501,155,190,40,10808.4,864.67,2025-06-19,rental,owner
502,7,71,23,8047.48,643.8,2025-06-19,rental,renter
503,64,12,15,1224549.62,36736.49,2025-06-20,sale,seller
504,80,80,46,5198.24,415.86,2025-06-21,rental,owner
505,19,131,29,1351001.17,40530.04,2025-06-22,sale,buyer
506,91,151,39,726515.33,21795.46,2025-06-22,sale,buyer
507,128,186,41,1326654.39,39799.63,2025-06-22,sale,seller
508,77,69,9,4926.99,394.16,2025-06-23,rental,renter
509,100,62,29,5301.61,424.13,2025-06-23,rental,owner
510,10,76,51,6659.26,532.74,2025-06-23,rental,owner
511,137,126,1,1373938.29,41218.15,2025-06-23,sale,seller
512,16,191,10,7891.97,631.36,2025-06-23,rental,owner
513,163,65,53,661632.74,19848.98,2025-06-23,sale,seller
514,73,109,51,989481.31,29684.44,2025-06-24,sale,buyer
515,68,126,55,743096.87,22292.91,2025-06-24,sale,buyer
516,152,153,34,2592335.73,77770.07,2025-06-25,sale,seller
517,92,114,49,620611.35,18618.34,2025-06-25,sale,seller
518,123,14,34,812641.37,24379.24,2025-06-25,sale,buyer
519,75,100,40,2888.91,231.11,2025-06-26,rental,renter
520,37,80,59,5068.47,405.48,2025-06-27,rental,renter
521,173,85,13,433958.65,13018.76,2025-06-27,sale,buyer
522,145,33,5,1733177.66,51995.33,2025-06-27,sale,buyer
523,99,99,46,1432207.42,42966.22,2025-06-28,sale,buyer
524,50,49,10,1162681.05,34880.43,2025-06-29,sale,seller
525,3,72,13,4949.65,395.97,2025-06-30,rental,renter
526,116,191,36,5968.53,477.48,2025-06-30,rental,owner
527,122,42,11,1156846.51,34705.4,2025-07-01,sale,seller
528,69,196,32,3894.21,311.54,2025-07-01,rental,renter
529,95,10,31,2893.22,231.46,2025-07-01,rental,owner
530,132,55,31,4410.61,352.85,2025-07-02,rental,renter
531,167,188,14,2502.31,200.18,2025-07-02,rental,owner
532,17,52,29,1772262.85,53167.89,2025-07-03,sale,seller
533,80,155,6,1260255.47,37807.66,2025-07-03,sale,buyer
534,166,185,2,573641.12,17209.23,2025-07-03,sale,buyer
535,108,7,1,3475.95,278.08,2025-07-04,rental,renter
536,24,162,26,6795.99,543.68,2025-07-05,rental,owner
537,146,2,31,1715305.28,51459.16,2025-07-05,sale,seller
538,162,99,44,12587.07,1006.97,2025-07-07,rental,owner
539,1,16,46,1783098.34,53492.95,2025-07-10,sale,seller
540,1,93,39,6193.7,495.5,2025-07-10,rental,renter
541,178,96,1,2760.29,220.82,2025-07-11,rental,owner
542,59,118,28,1015176.22,30455.29,2025-07-12,sale,buyer
543,103,155,2,2889.12,231.13,2025-07-13,rental,owner
544,19,100,31,1394990.22,41849.71,2025-07-13,sale,buyer
545,160,192,7,1758690.81,52760.72,2025-07-13,sale,seller
546,34,77,29,4758.73,380.7,2025-07-14,rental,owner
547,13,138,55,770430.35,23112.91,2025-07-14,sale,seller
548,116,166,26,4893.89,391.51,2025-07-15,rental,owner
549,160,155,42,7551.68,604.13,2025-07-16,rental,renter
550,11,80,52,2316259.28,69487.78,2025-07-17,sale,buyer
551,139,168,36,6024.48,481.96,2025-07-17,rental,owner
552,57,5,52,1178279.27,35348.38,2025-07-17,sale,seller
553,162,88,49,8318.56,665.48,2025-07-17,rental,renter
554,118,103,30,1248182.78,37445.48,2025-07-19,sale,seller
555,138,36,45,623569.23,18707.08,2025-07-19,sale,seller
556,152,195,31,1389444.67,41683.34,2025-07-20,sale,seller
557,122,15,46,4155.81,332.46,2025-07-20,rental,renter
558,130,44,51,5384.1,430.73,2025-07-20,rental,renter
559,39,191,56,3263.84,261.11,2025-07-21,rental,renter
560,149,121,21,3708221.58,111246.65,2025-07-21,sale,seller
561,130,10,35,5286.67,422.93,2025-07-21,rental,renter
562,46,49,54,5486.32,438.91,2025-07-21,rental,owner
563,85,125,59,5446.88,435.75,2025-07-21,rental,renter
564,147,175,18,9892.36,791.39,2025-07-21,rental,owner
565,65,141,19,1379427.9,41382.84,2025-07-21,sale,buyer
566,147,71,6,7541.81,603.34,2025-07-21,rental,renter
567,40,68,31,3922.15,313.77,2025-07-22,rental,renter
568,56,36,16,930352.29,27910.57,2025-07-22,sale,buyer
569,81,57,8,701157.67,21034.73,2025-07-22,sale,buyer
570,9,100,36,1541781.32,46253.44,2025-07-22,sale,buyer
571,3,121,10,5315.94,425.28,2025-07-23,rental,owner
572,79,164,43,1476033.65,44281.01,2025-07-23,sale,buyer
573,60,79,12,2901.12,232.09,2025-07-24,rental,renter
574,131,185,29,1442779.15,43283.37,2025-07-24,sale,seller
575,65,195,12,1181425.28,35442.76,2025-07-24,sale,buyer
576,36,200,4,2203054.87,66091.65,2025-07-25,sale,seller
577,166,87,36,3745.76,299.66,2025-07-26,rental,owner
578,99,149,25,3801.16,304.09,2025-07-26,rental,renter
579,28,15,42,1351309.57,40539.29,2025-07-27,sale,seller
580,8,111,52,968134.02,29044.02,2025-07-27,sale,seller
581,73,14,44,1391166.3,41734.99,2025-07-27,sale,buyer
582,77,194,40,886802.13,26604.06,2025-07-28,sale,seller
583,55,198,53,4181.9,334.55,2025-07-28,rental,renter
584,69,46,17,1107368.31,33221.05,2025-07-28,sale,buyer
585,66,103,1,5219.64,417.57,2025-07-28,rental,owner
586,123,94,56,3878.73,310.3,2025-07-29,rental,owner
587,36,20,34,7939.11,635.13,2025-07-29,rental,renter
588,78,47,30,764636.52,22939.1,2025-07-29,sale,buyer
589,153,28,16,7393.91,591.51,2025-07-29,rental,owner
590,47,23,28,1062156.8,31864.7,2025-07-30,sale,seller
591,28,8,23,1170661.62,35119.85,2025-07-30,sale,seller
592,113,187,32,4389.08,351.13,2025-07-31,rental,owner
593,1,116,52,4502.3,360.18,2025-08-01,rental,renter
594,37,71,30,4009.69,320.78,2025-08-01,rental,renter
595,37,181,60,4610.71,368.86,2025-08-01,rental,owner
596,42,13,10,3633.53,290.68,2025-08-02,rental,owner
597,151,69,10,12891.81,1031.34,2025-08-04,rental,owner
598,15,79,6,1035313.71,31059.41,2025-08-04,sale,buyer
599,85,169,1,2654.96,212.4,2025-08-05,rental,renter
600,87,58,59,5929.83,474.39,2025-08-07,rental,owner
601,15,197,21,2569392.5,77081.77,2025-08-07,sale,buyer
602,28,119,13,893101.13,26793.03,2025-08-08,sale,buyer
603,15,57,7,1279939.8,38398.19,2025-08-08,sale,seller
604,7,106,60,6986,558.88,2025-08-09,rental,renter
605,94,45,45,1161708.97,34851.27,2025-08-10,sale,buyer
606,76,76,2,618277.74,18548.33,2025-08-10,sale,buyer
607,164,96,23,740399.01,22211.97,2025-08-10,sale,buyer
608,2,40,43,6844.77,547.58,2025-08-11,rental,renter
609,167,8,2,5082.41,406.59,2025-08-11,rental,renter
610,123,194,36,899639.01,26989.17,2025-08-11,sale,buyer
611,157,170,58,9980.81,798.46,2025-08-12,rental,owner
612,139,69,23,956002.92,28680.09,2025-08-12,sale,seller
613,5,154,2,5584.27,446.74,2025-08-12,rental,owner
614,82,124,59,1407854.06,42235.62,2025-08-13,sale,buyer
615,73,137,1,4615.12,369.21,2025-08-13,rental,owner
616,149,177,40,9674.89,773.99,2025-08-13,rental,renter
617,57,3,36,407173.4,12215.2,2025-08-13,sale,buyer
618,102,56,18,4039.39,323.15,2025-08-13,rental,renter
619,74,63,16,3412.39,272.99,2025-08-13,rental,owner
620,32,191,11,6655.07,532.41,2025-08-13,rental,owner
621,6,32,11,2353309.68,70599.29,2025-08-14,sale,seller
622,28,173,42,4029.41,322.35,2025-08-14,rental,owner
623,32,175,40,895759.95,26872.8,2025-08-14,sale,seller
624,112,54,41,4773.29,381.86,2025-08-15,rental,renter
625,129,200,54,3934.71,314.78,2025-08-16,rental,owner
626,9,68,59,775970.08,23279.1,2025-08-17,sale,seller
627,58,36,6,1034791.73,31043.75,2025-08-17,sale,buyer
628,16,36,23,1309383.53,39281.51,2025-08-17,sale,seller
629,55,194,14,4881.84,390.55,2025-08-18,rental,owner
630,144,130,7,1780983.85,53429.52,2025-08-18,sale,seller
631,145,177,16,2131916.81,63957.5,2025-08-19,sale,buyer
632,102,5,37,5404.71,432.38,2025-08-19,rental,renter
633,72,70,6,3628.81,290.3,2025-08-20,rental,owner
634,138,24,15,1123845.12,33715.35,2025-08-21,sale,seller
635,75,157,42,5348.68,427.89,2025-08-21,rental,renter
636,39,14,4,4411.67,352.93,2025-08-21,rental,renter
637,43,53,30,7695.39,615.63,2025-08-22,rental,owner
638,123,32,49,5256.3,420.5,2025-08-22,rental,renter
639,171,116,55,456429.85,13692.9,2025-08-23,sale,seller
640,147,140,59,13923.5,1113.88,2025-08-23,rental,renter
641,114,109,22,1196945.46,35908.36,2025-08-24,sale,seller
642,55,29,49,873097.51,26192.93,2025-08-24,sale,seller
643,64,36,13,3339.96,267.2,2025-08-24,rental,owner
644,12,198,51,2419341,72580.23,2025-08-24,sale,buyer
645,90,157,29,433510.53,13005.32,2025-08-25,sale,seller
646,48,111,16,3444.62,275.57,2025-08-25,rental,renter
647,143,73,52,727881.76,21836.45,2025-08-25,sale,seller
648,160,89,42,14910.87,1192.87,2025-08-26,rental,owner
649,144,51,56,6077.61,486.21,2025-08-26,rental,renter
650,175,175,34,1265366.72,37961,2025-08-27,sale,seller
651,132,113,8,6277.19,502.18,2025-08-28,rental,renter
652,45,47,2,1514183.24,45425.5,2025-08-28,sale,buyer
653,163,172,11,1477543.54,44326.31,2025-08-30,sale,buyer
654,80,47,10,550738.86,16522.17,2025-08-30,sale,seller
655,40,171,31,4491.34,359.31,2025-08-31,rental,owner
656,6,179,31,7234.17,578.73,2025-08-31,rental,renter
657,94,32,19,3899.02,311.92,2025-09-01,rental,renter
658,131,181,59,5336.8,426.94,2025-09-01,rental,renter
659,147,191,32,2215667.38,66470.02,2025-09-02,sale,buyer
660,80,126,54,3866.08,309.29,2025-09-04,rental,renter
661,167,134,12,1447622.02,43428.66,2025-09-05,sale,seller
662,139,169,38,4784.16,382.73,2025-09-05,rental,owner
663,177,53,58,1101998.59,33059.96,2025-09-07,sale,buyer
664,8,32,16,7521.74,601.74,2025-09-08,rental,renter
665,165,113,4,792560.92,23776.83,2025-09-08,sale,buyer
666,70,118,55,1425569.17,42767.08,2025-09-08,sale,seller
667,48,95,17,7734.14,618.73,2025-09-09,rental,owner
668,26,158,25,1470153.51,44104.61,2025-09-10,sale,buyer
669,141,96,15,1120641.25,33619.24,2025-09-10,sale,buyer
670,169,143,43,5610.99,448.88,2025-09-11,rental,renter
671,10,9,36,2311223.49,69336.7,2025-09-11,sale,seller
672,38,53,2,996906.14,29907.18,2025-09-12,sale,buyer
673,161,101,46,3308813.68,99264.41,2025-09-14,sale,seller
674,131,14,49,1029519.52,30885.59,2025-09-15,sale,seller
675,102,91,43,4671.06,373.68,2025-09-15,rental,owner
676,58,107,51,5276.58,422.13,2025-09-15,rental,owner
677,26,101,19,2080926.31,62427.79,2025-09-16,sale,buyer
678,1,131,27,4934.07,394.73,2025-09-16,rental,owner
679,54,54,9,666659.79,19999.79,2025-09-17,sale,seller
680,108,16,44,413955.53,12418.67,2025-09-17,sale,buyer
681,86,39,10,5150.49,412.04,2025-09-18,rental,renter
682,69,136,34,662467.64,19874.03,2025-09-18,sale,buyer
683,138,46,60,5751.26,460.1,2025-09-18,rental,renter
684,145,64,5,3380857.78,101425.73,2025-09-18,sale,buyer
685,121,126,40,4958.54,396.68,2025-09-19,rental,renter
686,4,109,16,1130339.09,33910.17,2025-09-20,sale,buyer
687,145,33,8,2865577.17,85967.32,2025-09-21,sale,seller
688,70,186,35,1378276.11,41348.28,2025-09-21,sale,seller
689,73,10,10,468515,14055.45,2025-09-21,sale,buyer
690,52,78,23,973591.23,29207.74,2025-09-21,sale,seller
691,115,98,12,4402.34,352.19,2025-09-22,rental,renter
692,38,178,38,999544.68,29986.34,2025-09-22,sale,buyer
693,168,160,33,3185.97,254.88,2025-09-23,rental,owner
694,55,121,5,3946.15,315.69,2025-09-24,rental,renter
695,127,61,19,5422.87,433.83,2025-09-26,rental,renter
696,22,104,22,2057344.54,61720.34,2025-09-27,sale,buyer
697,35,90,37,6335.1,506.81,2025-09-28,rental,owner
698,38,40,4,4863.93,389.11,2025-09-30,rental,owner
699,149,154,25,1155876.47,34676.29,2025-09-30,sale,seller
700,132,133,27,3084.11,246.73,2025-10-01,rental,owner
701,154,179,46,9830.54,786.44,2025-10-01,rental,owner
702,77,157,10,4824.82,385.99,2025-10-01,rental,renter
703,57,29,60,1113675.4,33410.26,2025-10-03,sale,seller
704,108,78,29,4396.94,351.76,2025-10-03,rental,owner
705,68,72,42,846762.57,25402.88,2025-10-04,sale,seller
706,163,135,52,888164.38,26644.93,2025-10-06,sale,buyer
707,156,39,45,3094822.1,92844.66,2025-10-06,sale,seller
708,106,174,55,1005599.49,30167.98,2025-10-06,sale,buyer
709,111,19,29,1387830.94,41634.93,2025-10-07,sale,buyer
710,87,196,10,3518.33,281.47,2025-10-08,rental,renter
711,82,52,46,1177731.46,35331.94,2025-10-08,sale,buyer
712,82,108,22,2821.07,225.69,2025-10-09,rental,owner
713,27,111,19,761301.17,22839.04,2025-10-10,sale,buyer
714,78,15,39,589885.22,17696.56,2025-10-10,sale,buyer
715,141,195,45,5111.81,408.94,2025-10-11,rental,owner
716,47,161,4,6687.19,534.98,2025-10-11,rental,owner
717,79,139,6,1376100.56,41283.02,2025-10-11,sale,seller
718,57,4,7,792420.4,23772.61,2025-10-12,sale,seller
719,110,38,31,4319.44,345.56,2025-10-12,rental,owner
720,55,99,10,801201.96,24036.06,2025-10-13,sale,buyer
721,114,193,36,4991.91,399.35,2025-10-14,rental,renter
722,108,101,39,956955.31,28708.66,2025-10-16,sale,seller
723,36,147,52,1865045.95,55951.38,2025-10-16,sale,seller
724,98,101,60,710106.09,21303.18,2025-10-16,sale,seller
725,71,64,11,809027.35,24270.82,2025-10-16,sale,buyer
726,47,107,13,5842.9,467.43,2025-10-16,rental,renter
727,77,160,33,683589.69,20507.69,2025-10-17,sale,seller
728,27,157,9,7173.09,573.85,2025-10-17,rental,owner
729,142,131,11,3893.81,311.5,2025-10-17,rental,renter
730,92,81,59,838053.95,25141.62,2025-10-18,sale,seller
731,140,154,47,632770.29,18983.11,2025-10-19,sale,buyer
732,129,149,50,1027074.46,30812.23,2025-10-19,sale,buyer
733,21,59,11,863470.82,25904.12,2025-10-22,sale,seller
734,90,153,36,2870.67,229.65,2025-10-24,rental,owner
735,106,79,56,3980.66,318.45,2025-10-25,rental,renter
736,8,6,28,7535.53,602.84,2025-10-25,rental,renter
737,53,24,12,3406.89,272.55,2025-10-25,rental,renter
738,40,60,30,3439.95,275.2,2025-10-26,rental,renter
739,107,4,41,3117.1,249.37,2025-10-27,rental,owner
740,48,28,51,3375.92,270.07,2025-10-28,rental,renter
741,27,13,50,6916.63,553.33,2025-10-29,rental,owner
742,108,96,40,995684.33,29870.53,2025-10-29,sale,buyer
743,88,44,36,669528.76,20085.86,2025-10-31,sale,buyer
744,14,186,55,5038.39,403.07,2025-11-02,rental,owner
745,98,129,10,3792.12,303.37,2025-11-03,rental,renter
746,162,95,31,14026.74,1122.14,2025-11-04,rental,owner
747,155,152,43,1269528.87,38085.87,2025-11-04,sale,seller
748,124,96,50,509630.08,15288.9,2025-11-04,sale,buyer
749,33,58,4,754691.59,22640.75,2025-11-04,sale,seller
750,127,28,4,4112.02,328.96,2025-11-05,rental,owner
751,31,189,56,1116928.82,33507.86,2025-11-06,sale,seller
752,165,140,18,1068169.14,32045.07,2025-11-07,sale,seller
753,180,8,14,4409.24,352.74,2025-11-08,rental,owner
754,148,22,4,12884.37,1030.75,2025-11-09,rental,owner
755,168,185,51,473002.9,14190.09,2025-11-12,sale,seller
756,40,164,58,1610191.16,48305.73,2025-11-14,sale,buyer
757,169,154,12,3243.79,259.5,2025-11-16,rental,owner
758,131,165,1,4051.94,324.16,2025-11-16,rental,renter
759,131,178,38,1435484.76,43064.54,2025-11-17,sale,seller
760,141,135,18,894560.97,26836.83,2025-11-17,sale,seller
761,139,99,29,7074.29,565.94,2025-11-18,rental,renter
762,97,106,54,699524.31,20985.73,2025-11-19,sale,buyer
763,138,121,27,666576.3,19997.29,2025-11-21,sale,seller
764,17,101,33,2613129.9,78393.9,2025-11-24,sale,seller
765,74,39,55,4035.47,322.84,2025-11-24,rental,owner
766,72,5,18,540398.74,16211.96,2025-11-27,sale,seller
767,145,198,23,1258848.95,37765.47,2025-11-27,sale,seller
768,152,2,50,10909.93,872.79,2025-11-28,rental,owner
769,74,144,8,915645.03,27469.35,2025-11-28,sale,seller
770,141,90,52,6822.65,545.81,2025-11-28,rental,renter
771,17,27,37,10318.37,825.47,2025-11-28,rental,owner
772,59,13,25,3100.65,248.05,2025-11-29,rental,owner
773,114,158,32,4780.52,382.44,2025-11-29,rental,owner
774,74,167,45,4750.22,380.02,2025-11-29,rental,owner
775,145,117,45,14525.77,1162.06,2025-12-02,rental,renter
776,35,52,6,4903.07,392.25,2025-12-04,rental,owner
777,29,76,47,1041696.12,31250.88,2025-12-10,sale,seller
778,155,141,25,3360672.48,100820.17,2025-12-12,sale,seller
779,141,162,42,1639230.99,49176.93,2025-12-13,sale,seller
780,41,65,14,1498381.6,44951.45,2025-12-15,sale,seller
781,11,133,10,2068045.87,62041.38,2025-12-17,sale,buyer
782,117,51,47,519113.61,15573.41,2025-12-17,sale,buyer
783,58,76,16,4794.53,383.56,2025-12-17,rental,renter
784,136,24,27,6615.55,529.24,2025-12-23,rental,owner
785,4,58,5,8204.73,656.38,2025-12-23,rental,renter
786,128,71,41,5398.57,431.89,2025-12-25,rental,renter
787,80,181,5,1435773.15,43073.19,2025-12-25,sale,buyer
788,108,200,4,5591.76,447.34,2025-12-27,rental,owner
789,92,68,51,469499.48,14084.98,2025-12-28,sale,buyer
790,155,15,33,14752.58,1180.21,2025-12-30,rental,renter
791,110,15,55,1469822.31,44094.67,2025-12-31,sale,buyer
792,68,194,18,939245.91,28177.38,2025-12-31,sale,seller
793,33,24,32,8173.87,653.91,2026-01-01,rental,owner
794,140,93,54,948898.62,28466.96,2026-01-02,sale,buyer
795,21,32,21,7446.06,595.68,2026-01-03,rental,owner
796,170,53,20,5084.19,406.74,2026-01-03,rental,owner
797,100,111,43,1016595.58,30497.87,2026-01-04,sale,seller
798,18,109,43,6926.21,554.1,2026-01-05,rental,renter
799,70,87,54,751709.66,22551.29,2026-01-05,sale,buyer
800,92,154,21,1168976.32,35069.29,2026-01-07,sale,buyer
801,106,146,23,5876.98,470.16,2026-01-08,rental,owner
802,82,191,33,1146174.82,34385.24,2026-01-08,sale,buyer
803,11,189,27,2572337.99,77170.14,2026-01-10,sale,seller
804,54,109,52,4288.46,343.08,2026-01-11,rental,owner
805,162,200,3,7017.66,561.41,2026-01-11,rental,owner
806,136,26,8,6621.18,529.69,2026-01-13,rental,owner
807,125,128,26,3735.41,298.83,2026-01-17,rental,renter
808,47,152,36,683594.26,20507.83,2026-01-18,sale,buyer
809,31,159,52,1380900.08,41427,2026-01-21,sale,seller
810,145,121,22,1146368.2,34391.05,2026-01-21,sale,buyer
811,49,184,15,636985.7,19109.57,2026-01-22,sale,buyer
812,161,28,13,3155478.9,94664.37,2026-01-22,sale,buyer
813,140,53,39,1280527.12,38415.81,2026-01-29,sale,seller
814,170,13,35,5976.63,478.13,2026-01-29,rental,renter
815,61,51,55,2995.8,239.66,2026-02-02,rental,renter
816,155,20,40,11185.61,894.85,2026-02-02,rental,renter
817,172,174,26,2816.81,225.34,2026-02-03,rental,renter
818,99,156,26,1393339.63,41800.19,2026-02-04,sale,seller
819,10,143,54,9879.36,790.35,2026-02-05,rental,renter
820,47,57,39,4895.67,391.65,2026-02-05,rental,renter
821,33,186,27,7777.88,622.23,2026-02-07,rental,owner
822,167,181,24,561858.9,16855.77,2026-02-08,sale,seller
823,109,154,27,583234.35,17497.03,2026-02-10,sale,buyer
824,56,29,21,1319423.39,39582.7,2026-02-11,sale,buyer
825,157,45,24,3585087.49,107552.62,2026-02-14,sale,seller
826,152,155,8,2549917.16,76497.51,2026-02-19,sale,buyer
827,95,9,49,4379.88,350.39,2026-02-20,rental,renter
828,3,175,1,1227564.34,36826.93,2026-02-20,sale,buyer
829,32,33,31,1300510.68,39015.32,2026-02-20,sale,seller
830,71,61,21,440131.33,13203.94,2026-02-21,sale,buyer
831,58,55,11,5704.32,456.35,2026-02-23,rental,renter
832,157,13,42,3662366.98,109871.01,2026-02-24,sale,buyer
833,131,122,43,5110.62,408.85,2026-02-25,rental,owner
834,86,158,6,4630.62,370.45,2026-02-27,rental,renter
835,30,190,25,1142394.97,34271.85,2026-02-27,sale,buyer
836,48,146,3,1197015.35,35910.46,2026-03-02,sale,seller
837,16,76,10,5960.46,476.84,2026-03-04,rental,renter
838,83,159,7,758790.47,22763.71,2026-03-05,sale,buyer
839,82,137,6,3613.76,289.1,2026-03-05,rental,owner
840,121,51,27,2697.83,215.83,2026-03-05,rental,renter
841,65,105,26,529797.52,15893.93,2026-03-06,sale,buyer
842,170,197,38,3542.96,283.44,2026-03-06,rental,renter
843,101,139,26,5939.77,475.18,2026-03-07,rental,renter
844,145,181,60,8382.85,670.63,2026-03-07,rental,renter
845,45,19,25,6027.11,482.17,2026-03-08,rental,owner
846,108,16,30,1305820.84,39174.63,2026-03-09,sale,buyer
847,146,90,14,3070650,92119.5,2026-03-09,sale,buyer
848,179,44,51,4844.25,387.54,2026-03-10,rental,owner
849,171,83,33,534717.7,16041.53,2026-03-11,sale,buyer
850,131,98,34,3012.21,240.98,2026-03-11,rental,renter
851,64,133,60,541694.06,16250.82,2026-03-13,sale,seller
852,65,120,6,4688.42,375.07,2026-03-13,rental,renter
853,3,181,29,8199.53,655.96,2026-03-14,rental,renter
854,88,61,57,3940.32,315.23,2026-03-15,rental,owner
855,58,187,38,5785.02,462.8,2026-03-16,rental,renter
856,51,63,60,6552.45,524.2,2026-03-17,rental,renter
857,45,120,55,1461775.34,43853.26,2026-03-18,sale,seller
858,1,64,11,7488.65,599.09,2026-03-18,rental,renter
859,70,187,32,1184886.27,35546.59,2026-03-18,sale,seller
860,96,195,45,656139.44,19684.18,2026-03-20,sale,buyer
861,23,33,60,2061733.31,61852,2026-03-20,sale,seller
862,131,96,12,862956.5,25888.69,2026-03-20,sale,seller
863,160,40,22,6986.53,558.92,2026-03-21,rental,owner
864,152,131,28,13383.9,1070.71,2026-03-22,rental,owner
865,164,196,34,958211.79,28746.35,2026-03-22,sale,seller
866,117,12,25,4868.2,389.46,2026-03-22,rental,owner
867,180,44,20,5569.67,445.57,2026-03-22,rental,owner
868,171,173,51,571298.43,17138.95,2026-03-23,sale,seller
869,162,160,49,1567273.45,47018.2,2026-03-24,sale,buyer
870,24,120,4,6031.34,482.51,2026-03-24,rental,owner
871,34,153,59,1767012.55,53010.38,2026-03-25,sale,buyer
872,125,52,60,5381.42,430.51,2026-03-25,rental,renter
873,35,140,47,7215.37,577.23,2026-03-26,rental,renter
874,49,97,18,589440.47,17683.21,2026-03-29,sale,buyer
875,66,61,2,3687.23,294.98,2026-03-30,rental,renter
876,5,182,55,1214535.87,36436.08,2026-03-30,sale,buyer
877,70,128,3,4633.81,370.7,2026-03-31,rental,owner
878,32,135,49,8925.71,714.06,2026-03-31,rental,owner
879,130,14,18,4508.67,360.69,2026-04-01,rental,owner
880,91,53,23,598900.16,17967,2026-04-02,sale,seller
881,61,196,43,831378.22,24941.35,2026-04-03,sale,seller
882,147,54,47,3405379.26,102161.38,2026-04-04,sale,buyer
883,135,181,21,6827,546.16,2026-04-05,rental,renter
884,32,121,50,6891.52,551.32,2026-04-05,rental,owner
885,59,5,53,3858.64,308.69,2026-04-05,rental,renter
886,2,169,11,8655.16,692.41,2026-04-06,rental,owner
887,100,55,43,1316467.35,39494.02,2026-04-08,sale,seller
888,164,146,44,3068.35,245.47,2026-04-08,rental,owner
889,21,56,4,618139.29,18544.18,2026-04-08,sale,buyer
890,40,53,37,735288.02,22058.64,2026-04-08,sale,seller
891,153,168,12,11365.87,909.27,2026-04-09,rental,owner
892,11,128,18,9636.56,770.92,2026-04-10,rental,owner
893,38,92,6,1056596.03,31697.88,2026-04-10,sale,seller
894,93,90,14,4976.57,398.13,2026-04-11,rental,renter
895,163,37,42,4035.26,322.82,2026-04-11,rental,renter
896,162,54,37,3693204.82,110796.14,2026-04-13,sale,seller
897,166,123,4,2553.88,204.31,2026-04-14,rental,owner
